Country.Name,Country.ISO,Series.Name,Series.Year,Indicator,Sex,Series.Type,Series.Category,Data.Collection.Method,Model.Life.Table,Years.Preceding.the.Survey or Time.Since.First.Birth or Age.Group.of.Women,Interval,Reference.Date,Estimates,Standard.Error.of.Estimates,Indirect.method.based.on.TSFB,Method.based.on.Age.Group.of.Women,Inclusion,Adjustment,DataCatalogID
Argentina,ARG,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1981,5","39,0","0,2",,,1,,434
Argentina,ARG,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1980,5","38,9","0,2",,,1,,434
Argentina,ARG,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1979,5","47,3","0,3",,,1,,434
Argentina,ARG,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1978,5","52,2","0,3",,,1,,434
Argentina,ARG,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1977,5","58,1","0,3",,,1,,434
Argentina,ARG,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1970,5","71,0","0,4",,,1,,434
Argentina,ARG,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1969,5","68,4","0,4",,,0,,434
Argentina,ARG,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1968,5","68,5","0,4",,,0,,434
Argentina,ARG,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1967,5","51,9","0,3",,,0,,434
Argentina,ARG,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1966,5","43,4","0,3",,,0,,434
Argentina,ARG,Census,2010,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD East,20-24,,"2007,9","16,1",,0,1,0,,4763
Argentina,ARG,Census,2010,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD East,25-29,,"2006,0","15,4",,0,1,0,,4763
Argentina,ARG,Census,2010,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD East,30-34,,"2003,7","20,8",,0,1,0,,4763
Argentina,ARG,Census,2010,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD East,35-39,,"2001,3","20,4",,0,1,0,,4763
Argentina,ARG,Census,2010,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD East,40-44,,"1998,6","21,7",,0,1,0,,4763
Argentina,ARG,Census,2010,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD East,45-49,,"1995,5","23,6",,0,1,0,,4763
Argentina,ARG,Census,2001,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,20-24,,"1999,2","34,0",,0,1,0,,99
Argentina,ARG,Census,2001,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,25-29,,"1997,3","28,0",,0,1,0,,99
Argentina,ARG,Census,2001,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,30-34,,"1995,2","26,0",,0,1,0,,99
Argentina,ARG,Census,2001,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,35-39,,"1992,8","26,0",,0,1,0,,99
Argentina,ARG,Census,2001,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,40-44,,"1990,1","28,0",,0,1,0,,99
Argentina,ARG,Census,2001,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,45-49,,"1987,0","30,0",,0,1,0,,99
Argentina,ARG,Census,1991,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,20-24,,"1988,7","26,0",,0,1,0,,1308
Argentina,ARG,Census,1991,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,25-29,,"1986,9","23,0",,0,1,0,,1308
Argentina,ARG,Census,1991,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,30-34,,"1984,8","25,0",,0,1,0,,1308
Argentina,ARG,Census,1991,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,35-39,,"1982,5","28,0",,0,1,0,,1308
Argentina,ARG,Census,1991,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,40-44,,"1979,9","31,0",,0,1,0,,1308
Argentina,ARG,Census,1991,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,45-49,,"1976,8","33,0",,0,1,0,,1308
Argentina,ARG,Census,1980,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,20-24,,"1978,4","49,0",,0,1,0,,1505
Argentina,ARG,Census,1980,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,25-29,,"1976,3","41,0",,0,1,0,,1505
Argentina,ARG,Census,1980,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,30-34,,"1973,9","40,0",,0,1,0,,1505
Argentina,ARG,Census,1980,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,35-39,,"1971,2","40,0",,0,1,0,,1505
Argentina,ARG,Census,1980,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,40-44,,"1968,2","44,0",,0,1,0,,1505
Argentina,ARG,Census,1980,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,45-49,,"1965,0","44,0",,0,1,0,,1505
Argentina,ARG,Census,1970,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,20-24,,"1968,0","71,0",,0,1,0,,1481
Argentina,ARG,Census,1970,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,25-29,,"1966,2","61,0",,0,1,0,,1481
Argentina,ARG,Census,1970,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,,30-34,,"1964,1","64,0",,0,1,0,,1481
Argentina,ARG,TABLAS DE VIDA NACIONALES,0,Under-five Mortality Rate,Total,Life Table,Others,Unknown,,,,"2000,5","20,0",,,,0,,2036
Argentina,ARG,TABLAS DE VIDA NACIONALES,0,Under-five Mortality Rate,Total,Life Table,Others,Unknown,,,,"1990,5","30,0",,,,0,,2036
Argentina,ARG,TABLAS DE VIDA NACIONALES,0,Under-five Mortality Rate,Total,Life Table,Others,Unknown,,,,"1980,5","42,0",,,,0,,2036
Argentina,ARG,TABLAS DE VIDA NACIONALES,0,Under-five Mortality Rate,Total,Life Table,Others,Unknown,,,,"1970,0","69,0",,,,0,,2036
Argentina,ARG,TABLAS DE VIDA NACIONALES,0,Under-five Mortality Rate,Total,Life Table,Others,Unknown,,,,"1960,0","72,0",,,,0,,2036
Armenia,ARM,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2021,5","8,1","0,5",,,1,,439
Armenia,ARM,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2020,5","8,2","0,5",,,1,,439
Armenia,ARM,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2019,5","7,3","0,5",,,1,,439
Armenia,ARM,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2018,5","8,4","0,5",,,1,,439
Armenia,ARM,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2017,5","9,2","0,5",,,1,,439
Armenia,ARM,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2016,5","9,9","0,5",,,1,,439
Armenia,ARM,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2015,5","10,2","0,5",,,1,,439
Armenia,ARM,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2014,5","10,4","0,5",,,1,,439
Armenia,ARM,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2013,5","10,8","0,5",,,1,,439
Armenia,ARM,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2012,5","12,2","0,5",,,1,,439
Armenia,ARM,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2011,5","13,6","0,6",,,1,,439
Armenia,ARM,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2010,5","13,7","0,6",,,1,,439
Armenia,ARM,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2009,5","12,5","0,5",,,1,,439
Armenia,ARM,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2008,5","12,4","0,5",,,1,,439
Armenia,ARM,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2007,5","12,9","0,6",,,1,,439
Armenia,ARM,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2006,5","15,9","0,6",,,1,,439
Armenia,ARM,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2005,5","13,8","0,6",,,1,,439
Armenia,ARM,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2004,5","13,3","0,6",,,0,,439
Armenia,ARM,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2003,5","14,0","0,6",,,0,,439
Armenia,ARM,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2002,5","14,8","0,6",,,0,,439
Armenia,ARM,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2001,5","17,6","0,7",,,0,,439
Armenia,ARM,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2000,5","19,2","0,7",,,0,,439
Armenia,ARM,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1999,5","17,8","0,7",,,0,,439
Armenia,ARM,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1998,5","16,8","0,6",,,0,,439
Armenia,ARM,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1997,5","18,0","0,6",,,0,,439
Armenia,ARM,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1996,5","18,5","0,6",,,0,,439
Armenia,ARM,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1995,5","18,0","0,6",,,1,,439
Armenia,ARM,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1994,5","18,3","0,6",,,0,,439
Armenia,ARM,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1993,5","21,1","0,6",,,0,,439
Armenia,ARM,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1992,5","22,7","0,6",,,0,,439
Armenia,ARM,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1991,5","22,4","0,6",,,1,,439
Armenia,ARM,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1990,5","24,8","0,6",,,0,,439
Armenia,ARM,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1989,5","27,0","0,6",,,0,,439
Armenia,ARM,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1988,5","56,8","0,8",,,0,,439
Armenia,ARM,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1987,5","31,6","0,6",,,0,,439
Armenia,ARM,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1986,5","33,6","0,6",,,0,,439
Armenia,ARM,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1985,5","35,4","0,7",,,0,,439
Armenia,ARM,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1984,5","35,9","0,7",,,0,,439
Armenia,ARM,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1983,5","35,9","0,7",,,0,,439
Armenia,ARM,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1982,5","33,9","0,7",,,0,,439
Armenia,ARM,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1981,5","34,5","0,7",,,0,,439
Armenia,ARM,Vital Registration data from The Demographic Handbook of Armenia 2016,2016,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2015,5","10,4","0,5",,,0,,439
Armenia,ARM,Demographic and Health Survey,2015-2016,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,5,"2012,5","7,9","2,0",,,0,,5806
Armenia,ARM,Demographic and Health Survey,2015-2016,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,5,"2007,5","15,3","2,8",,,0,,5806
Armenia,ARM,Demographic and Health Survey,2015-2016,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,5,"2002,5","20,6","4,2",,,0,,5806
Armenia,ARM,Demographic and Health Survey,2015-2016,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,5,"1997,5","17,2","3,5",,,0,,5806
Armenia,ARM,Demographic and Health Survey,2015-2016,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,5,"1992,5","23,8","5,1",,,0,,5806
Armenia,ARM,Vital Registration data from The Demographic Handbook of Armenia 2014,2014,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,,"2013,5","11,0","0,5",,,0,,439
Armenia,ARM,Vital Registration data from The Demographic Handbook of Armenia 2014,2014,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,,"2012,5","12,1","0,5",,,0,,439
Armenia,ARM,Vital Registration data from The Demographic Handbook of Armenia 2014,2014,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,,"2011,5","13,7","0,6",,,0,,439
Armenia,ARM,Census,2011,Under-five Mortality Rate,Total,Household Deaths,Census,Household Deaths,,,1,"2010,8","7,7",,,,0,,4774
Armenia,ARM,Census,2011,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD East,20-24,,"2010,1","12,2",,0,1,0,,4774
Armenia,ARM,Census,2011,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD East,25-29,,"2008,3","12,2",,0,1,0,,4774
Armenia,ARM,Census,2011,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD East,30-34,,"2006,0","15,2",,0,1,0,,4774
Armenia,ARM,Census,2011,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD East,35-39,,"2003,4","19,9",,0,1,0,,4774
Armenia,ARM,Census,2011,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD East,40-44,,"2000,5","23,1",,0,1,0,,4774
Armenia,ARM,Census,2011,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD East,45-49,,"1997,2","26,8",,0,1,0,,4774
Armenia,ARM,Vital Registration data from The Demographic Handbook of Armenia 2011,2011,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,,"2010,5","13,4","0,6",,,0,,439
Armenia,ARM,Vital Registration data from The Demographic Handbook of Armenia 2011,2011,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,,"2009,5","11,9","0,5",,,0,,439
Armenia,ARM,Vital Registration data from The Demographic Handbook of Armenia 2011,2011,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,,"2008,5","12,1","0,5",,,0,,439
Armenia,ARM,Vital Registration data from The Demographic Handbook of Armenia 2011,2011,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,,"2007,5","12,3","0,5",,,0,,439
Armenia,ARM,Vital Registration data from The Demographic Handbook of Armenia 2011,2011,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,,"2006,5","15,8","0,6",,,0,,439
Armenia,ARM,Vital Registration data from The Demographic Handbook of Armenia 2011,2011,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,,"2005,5","13,7","0,6",,,0,,439
Armenia,ARM,Vital Registration data from The Demographic Handbook of Armenia 2011,2011,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,,"2004,5","13,0","0,6",,,0,,439
Armenia,ARM,Demographic and Health Survey,2010,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,5,"2007,5","16,9","3,9",,,1,,5046
Armenia,ARM,Demographic and Health Survey,2010,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,5,"2002,5","29,8","5,7",,,1,,5046
Armenia,ARM,Demographic and Health Survey,2010,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,5,"1997,5","29,2","5,4",,,1,,5046
Armenia,ARM,Demographic and Health Survey,2010,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,5,"1992,5","37,5","5,2",,,1,,5046
Armenia,ARM,Demographic and Health Survey,2010,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,5,"1987,5","50,5","7,6",,,1,,5046
Armenia,ARM,Transmonee Vital Registration Data 2008 version,2008,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,,"2006,5","15,8","0,6",,,0,,439
Armenia,ARM,Transmonee Vital Registration Data 2008 version,2008,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,,"2005,5","13,7","0,6",,,0,,439
Armenia,ARM,Transmonee Vital Registration Data 2008 version,2008,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,,"2004,5","13,0","0,6",,,0,,439
Armenia,ARM,Transmonee Vital Registration Data 2008 version,2008,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,,"2003,5","13,6","0,6",,,0,,439
Armenia,ARM,Transmonee Vital Registration Data 2008 version,2008,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,,"2002,5","16,6","0,6",,,0,,439
Armenia,ARM,Transmonee Vital Registration Data 2008 version,2008,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,,"2001,5","18,8","0,7",,,0,,439
Armenia,ARM,Transmonee Vital Registration Data 2008 version,2008,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,,"2000,5","19,9","0,7",,,0,,439
Armenia,ARM,Transmonee Vital Registration Data 2008 version,2008,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,,"1999,5","19,3","0,7",,,0,,439
Armenia,ARM,Transmonee Vital Registration Data 2008 version,2008,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,,"1998,5","18,4","0,7",,,0,,439
Armenia,ARM,Transmonee Vital Registration Data 2008 version,2008,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,,"1997,5","19,5","0,7",,,0,,439
Armenia,ARM,Transmonee Vital Registration Data 2008 version,2008,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,,"1996,5","19,5","0,6",,,0,,439
Armenia,ARM,Transmonee Vital Registration Data 2008 version,2008,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,,"1995,5","19,9","0,6",,,0,,439
Armenia,ARM,Transmonee Vital Registration Data 2008 version,2008,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,,"1994,5","21,4","0,6",,,0,,439
Armenia,ARM,Transmonee Vital Registration Data 2008 version,2008,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,,"1993,5","24,2","0,6",,,0,,439
Armenia,ARM,Transmonee Vital Registration Data 2008 version,2008,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,,"1992,5","24,2","0,6",,,0,,439
Armenia,ARM,Transmonee Vital Registration Data 2008 version,2008,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,,"1991,5","22,6","0,6",,,0,,439
Armenia,ARM,Transmonee Vital Registration Data 2008 version,2008,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,,"1990,5","23,8","0,6",,,0,,439
Armenia,ARM,Transmonee Vital Registration Data 2008 version,2008,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,,"1989,5","27,1","0,6",,,0,,439
Armenia,ARM,Demographic and Health Survey,2005,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,5,"2002,5","28,9","6,7",,,1,,1843
Armenia,ARM,Demographic and Health Survey,2005,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,5,"1997,5","41,3","5,3",,,1,,1843
Armenia,ARM,Demographic and Health Survey,2005,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,5,"1992,5","46,7","5,4",,,1,,1843
Armenia,ARM,Demographic and Health Survey,2005,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,5,"1987,5","53,4","6,3",,,1,,1843
Armenia,ARM,Demographic and Health Survey,2005,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,5,"1982,5","73,5","8,7",,,1,,1843
Armenia,ARM,Demographic and Health Survey,2005,Under-five Mortality Rate,Total,Indirect,DHS,Summary Birth Histories,,20-24,,"2004,0","22,0",,0,1,0,,1843
Armenia,ARM,Demographic and Health Survey,2005,Under-five Mortality Rate,Total,Indirect,DHS,Summary Birth Histories,,25-29,,"2002,2","30,0",,0,1,0,,1843
Armenia,ARM,Demographic and Health Survey,2005,Under-five Mortality Rate,Total,Indirect,DHS,Summary Birth Histories,,30-34,,"2000,0","50,0",,0,1,0,,1843
Armenia,ARM,Demographic and Health Survey,2005,Under-five Mortality Rate,Total,Indirect,DHS,Summary Birth Histories,,35-39,,"1997,3","39,0",,0,1,0,,1843
Armenia,ARM,Demographic and Health Survey,2005,Under-five Mortality Rate,Total,Indirect,DHS,Summary Birth Histories,,40-44,,"1994,4","58,0",,0,1,0,,1843
Armenia,ARM,Demographic and Health Survey,2005,Under-five Mortality Rate,Total,Indirect,DHS,Summary Birth Histories,,45-49,,"1991,1","60,0",,0,1,0,,1843
Armenia,ARM,Census,2001,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD East,20-24,,"1999,7","25,0",,0,1,0,,1298
Armenia,ARM,Census,2001,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD East,25-29,,"1997,8","33,0",,0,1,1,,1298
Armenia,ARM,Census,2001,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD East,30-34,,"1995,3","37,0",,0,1,1,,1298
Armenia,ARM,Census,2001,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD East,35-39,,"1992,5","41,0",,0,1,1,,1298
Armenia,ARM,Census,2001,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD East,40-44,,"1989,5","47,0",,0,1,1,,1298
Armenia,ARM,Census,2001,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD East,45-49,,"1986,1","52,0",,0,1,1,,1298
Armenia,ARM,Demographic and Health Survey,2000,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,5,"1997,5","40,1","5,6",,,1,,1848
Armenia,ARM,Demographic and Health Survey,2000,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,5,"1992,5","56,4","6,5",,,1,,1848
Armenia,ARM,Demographic and Health Survey,2000,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,5,"1987,5","53,1","5,1",,,1,,1848
Armenia,ARM,Demographic and Health Survey,2000,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,5,"1982,5","63,0","5,3",,,1,,1848
Armenia,ARM,Demographic and Health Survey,2000,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,5,"1977,5","82,0","8,5",,,1,,1848
Armenia,ARM,Demographic and Health Survey,2000,Under-five Mortality Rate,Total,Indirect,DHS,Summary Birth Histories,,20-24,,"1999,0","32,0",,0,1,0,,1848
Armenia,ARM,Demographic and Health Survey,2000,Under-five Mortality Rate,Total,Indirect,DHS,Summary Birth Histories,,25-29,,"1997,1","49,0",,0,1,0,,1848
Armenia,ARM,Demographic and Health Survey,2000,Under-five Mortality Rate,Total,Indirect,DHS,Summary Birth Histories,,30-34,,"1994,7","50,0",,0,1,0,,1848
Armenia,ARM,Demographic and Health Survey,2000,Under-five Mortality Rate,Total,Indirect,DHS,Summary Birth Histories,,35-39,,"1991,9","54,0",,0,1,0,,1848
Armenia,ARM,Demographic and Health Survey,2000,Under-five Mortality Rate,Total,Indirect,DHS,Summary Birth Histories,,40-44,,"1988,9","71,0",,0,1,0,,1848
Armenia,ARM,Demographic and Health Survey,2000,Under-five Mortality Rate,Total,Indirect,DHS,Summary Birth Histories,,45-49,,"1985,6","78,0",,0,1,0,,1848
Armenia,ARM,Census,1989,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD East,20-24,,"1987,1","54,0",,0,1,0,,887
Armenia,ARM,Census,1989,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD East,25-29,,"1984,7","49,0",,0,1,0,,887
Armenia,ARM,Census,1989,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD East,30-34,,"1981,7","55,0",,0,1,0,,887
Armenia,ARM,Census,1989,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD East,35-39,,"1978,3","54,0",,0,1,0,,887
Armenia,ARM,Census,1989,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD East,40-44,,"1974,8","54,0",,0,1,0,,887
Armenia,ARM,Census,1989,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD East,45-49,,"1971,4","72,0",,0,1,0,,887
Australia,AUS,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2020,5","3,7","0,1",,,1,,435
Australia,AUS,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2019,5","3,9","0,1",,,1,,435
Australia,AUS,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2018,5","3,7","0,1",,,1,,435
Australia,AUS,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2017,5","3,9","0,1",,,1,,435
